 -75.744807    36.188017   -6.44
 -75.744790    36.188012   -6.57
 -75.744764    36.188002   -6.10
 -75.744743    36.187989   -6.45
 -75.744711    36.187978   -6.29
 -75.744686    36.187968   -5.89
 -75.744650    36.187956   -4.94
 -75.744625    36.187948   -4.86
 -75.744571    36.187931   -4.43
 -75.744463    36.187900   -3.95
 -75.744460    36.187899   -3.92
 -75.744459    36.187899   -3.98
 -75.744455    36.187898   -3.97
 -75.744454    36.187897   -3.92
 -75.744452    36.187897   -3.97
 -75.744437    36.187891   -3.89
 -75.744425    36.187887   -3.86
 -75.744417    36.187884   -3.85
 -75.744409    36.187882   -3.84
 -75.744401    36.187879   -3.83
 -75.744394    36.187876   -3.78
 -75.744386    36.187873   -3.78
 -75.744379    36.187870   -3.77
 -75.744371    36.187867   -3.75
 -75.744364    36.187865   -3.73
 -75.744357    36.187863   -3.70
 -75.744348    36.187862   -3.64
 -75.744338    36.187861   -3.57
 -75.744328    36.187860   -3.46
 -75.744317    36.187860   -3.38
 -75.744308    36.187859   -3.28
 -75.744299    36.187857   -3.17
 -75.744290    36.187854   -3.04
 -75.744281    36.187851   -2.94
 -75.744271    36.187849   -2.83
 -75.744262    36.187846   -2.69
 -75.744238    36.187840   -2.41
 -75.744230    36.187837   -2.34
 -75.744224    36.187835   -2.27
 -75.744218    36.187833   -2.23
 -75.744212    36.187832   -2.18
 -75.744206    36.187830   -2.13
 -75.744200    36.187828   -2.08
 -75.744194    36.187827   -2.04
 -75.744188    36.187825   -1.99
 -75.744182    36.187823   -1.93
 -75.744176    36.187822   -1.89
 -75.744172    36.187820   -1.83
 -75.744166    36.187818   -1.75
 -75.744160    36.187817   -1.69
 -75.744154    36.187815   -1.63
 -75.744147    36.187813   -1.57
 -75.744140    36.187811   -1.49
 -75.744133    36.187810   -1.40
 -75.744125    36.187808   -1.31
 -75.744117    36.187807   -1.24
 -75.744110    36.187805   -1.16
 -75.744102    36.187804   -1.08
 -75.744095    36.187802   -0.99
 -75.744089    36.187800   -0.89
 -75.744083    36.187799   -0.85
 -75.744076    36.187797   -0.73
 -75.744071    36.187797   -0.69
 -75.744065    36.187796   -0.62
 -75.744057    36.187794   -0.51
 -75.744050    36.187793   -0.48
 -75.744046    36.187791   -0.42
 -75.744040    36.187790   -0.40
 -75.744034    36.187789   -0.39
 -75.744028    36.187788   -0.32
 -75.744023    36.187785   -0.30
 -75.744018    36.187784   -0.28
 -75.744014    36.187782   -0.24
 -75.744008    36.187781   -0.13
 -75.744002    36.187779   -0.08
 -75.743996    36.187778   -0.07
 -75.743976    36.187774   0.22
 -75.743971    36.187773   0.28
 -75.743969    36.187773   0.32
 -75.743966    36.187772   0.38
 -75.743962    36.187773   0.48
 -75.743960    36.187770   0.59
 -75.743958    36.187768   0.69
 -75.743955    36.187764   0.81
 -75.743948    36.187764   0.95
 -75.743940    36.187762   1.03
 -75.743932    36.187759   1.15
 -75.743922    36.187759   1.22
 -75.743909    36.187754   1.37
 -75.743901    36.187753   1.42
 -75.743891    36.187751   1.52
 -75.743884    36.187749   1.52
 -75.743876    36.187749   1.58
 -75.743872    36.187748   1.65
 -75.743865    36.187746   1.71
 -75.743863    36.187745   1.75
 -75.743859    36.187744   1.80
 -75.743854    36.187742   1.83
 -75.743850    36.187743   1.89
 -75.743846    36.187741   1.92
 -75.743841    36.187740   1.96
 -75.743839    36.187739   2.03
 -75.743831    36.187740   2.08
 -75.743827    36.187736   2.07
 -75.743819    36.187733   2.06
 -75.743814    36.187730   1.88
 -75.743812    36.187725   1.83
 -75.743803    36.187729   1.88
 -75.743795    36.187727   1.88
 -75.743788    36.187726   1.93
 -75.743780    36.187724   1.95
 -75.743756    36.187718   2.03
 -75.743744    36.187714   2.06
 -75.743729    36.187711   2.06
 -75.743720    36.187708   2.10
 -75.743711    36.187705   2.15
 -75.743701    36.187703   2.15
 -75.743691    36.187700   2.20
 -75.743681    36.187698   2.22
 -75.743671    36.187695   2.26
 -75.743661    36.187693   2.27
 -75.743652    36.187691   2.30
 -75.743642    36.187688   2.32
 -75.743632    36.187686   2.31
 -75.743622    36.187684   2.35
 -75.743612    36.187679   2.34
 -75.743604    36.187678   2.37
 -75.743595    36.187674   2.35
 -75.743586    36.187671   2.33
 -75.743577    36.187668   2.31
 -75.743567    36.187665   2.30
 -75.743560    36.187663   2.27
 -75.743552    36.187660   2.29
 -75.743542    36.187657   2.26
 -75.743534    36.187655   2.27
 -75.743525    36.187652   2.25
 -75.743516    36.187649   2.21
 -75.743507    36.187647   2.18
 -75.743493    36.187643   2.17
 -75.743483    36.187640   2.13
 -75.743471    36.187639   2.09
 -75.743461    36.187634   2.02
 -75.743450    36.187633   2.01
 -75.743438    36.187627   2.02
 -75.743428    36.187619   2.00
 -75.743418    36.187617   2.01
 -75.743406    36.187620   1.94
 -75.743397    36.187624   1.84
 -75.743392    36.187625   1.70
 -75.743387    36.187621   1.52
 -75.743386    36.187623   1.57
 -75.743366    36.187611   1.38
 -75.743359    36.187609   1.33
 -75.743349    36.187606   1.29
 -75.743332    36.187601   1.25
 -75.743317    36.187598   1.23
 -75.743305    36.187595   1.25
 -75.743293    36.187591   1.22
 -75.743282    36.187589   1.22
 -75.743271    36.187586   1.20
 -75.743261    36.187584   1.19
 -75.743250    36.187581   1.18
 -75.743239    36.187578   1.21
 -75.743229    36.187575   1.21
 -75.743219    36.187573   1.19
 -75.743209    36.187570   1.23
 -75.743198    36.187567   1.23
 -75.743188    36.187564   1.25
 -75.743178    36.187561   1.27
 -75.743167    36.187559   1.27
 -75.743157    36.187556   1.28
 -75.743147    36.187553   1.32
 -75.743137    36.187550   1.28
 -75.743127    36.187547   1.31
 -75.743117    36.187545   1.31
 -75.743107    36.187542   1.34
 -75.743098    36.187540   1.33
 -75.743089    36.187537   1.33
 -75.743080    36.187535   1.35
 -75.743071    36.187532   1.35
 -75.743061    36.187529   1.37
 -75.743052    36.187527   1.39
 -75.743041    36.187523   1.40
 -75.743031    36.187520   1.40
 -75.743022    36.187518   1.41
 -75.743012    36.187516   1.43
 -75.743003    36.187513   1.43
 -75.742994    36.187511   1.43
 -75.742976    36.187505   1.45
 -75.742966    36.187503   1.47
 -75.742938    36.187494   1.50
 -75.742916    36.187489   1.52
 -75.742907    36.187485   1.55
 -75.742896    36.187482   1.58
 -75.742886    36.187480   1.58
 -75.742867    36.187474   1.60
 -75.742857    36.187472   1.61
 -75.742849    36.187470   1.64
 -75.742839    36.187467   1.65
 -75.742830    36.187465   1.67
 -75.742821    36.187462   1.67
 -75.742810    36.187459   1.69
 -75.742801    36.187456   1.70
 -75.742791    36.187454   1.73
 -75.742780    36.187451   1.73
 -75.742770    36.187448   1.74
 -75.742758    36.187446   1.76
 -75.742713    36.187433   1.82
 -75.742704    36.187431   1.85
 -75.742694    36.187430   1.86
 -75.742676    36.187425   1.86
 -75.742666    36.187423   1.91
 -75.742657    36.187421   1.90
 -75.742646    36.187418   1.93
 -75.742635    36.187415   1.96
 -75.742625    36.187414   1.96
 -75.742614    36.187411   1.98
 -75.742604    36.187409   2.02
 -75.742594    36.187406   2.02
 -75.742585    36.187404   2.03
 -75.742575    36.187402   2.04
 -75.742566    36.187400   2.06
 -75.742555    36.187398   2.09
 -75.742528    36.187391   2.17
 -75.742517    36.187389   2.18
 -75.742507    36.187386   2.18
 -75.742497    36.187384   2.16
 -75.742486    36.187381   2.21
 -75.742477    36.187379   2.22
 -75.742467    36.187376   2.25
 -75.742457    36.187374   2.25
 -75.742448    36.187372   2.26
 -75.742438    36.187370   2.30
