   161.57611773   1231.40313174     1.8800     0.0133     0.0133
   162.29501700   1231.51692725     1.8800     0.0133     0.0133
   162.92828345   1231.60329370     1.9300     0.0136     0.0136
   163.71485633   1231.50581461     1.9500     0.0138     0.0138
   165.93922783   1231.63592718     2.0300     0.0144     0.0144
   167.10216888   1231.54252766     2.0600     0.0146     0.0146
   168.48817155   1231.63705318     2.0600     0.0146     0.0146
   169.36037742   1231.56700380     2.1000     0.0148     0.0148
   170.23258332   1231.49695450     2.1500     0.0152     0.0152
   171.15658517   1231.55997184     2.1500     0.0152     0.0152
   172.11442394   1231.51735194     2.2000     0.0156     0.0156
   173.03842584   1231.58036949     2.2200     0.0157     0.0157
   173.99626467   1231.53774981     2.2600     0.0160     0.0160
   174.95410353   1231.49513025     2.2700     0.0161     0.0161
   175.75863574   1231.63635616     2.3000     0.0163     0.0163
   176.71647465   1231.59373680     2.3200     0.0164     0.0164
   177.72610944   1231.68418412     2.3100     0.0163     0.0163
   178.59831561   1231.61413571     2.3500     0.0166     0.0166
   179.58999161   1231.46587937     2.3400     0.0165     0.0165
   180.42836086   1231.50146844     2.3700     0.0168     0.0168
   181.24877133   1231.29835370     2.3500     0.0166     0.0166
   182.08714063   1231.33394294     2.3300     0.0165     0.0165
   182.95934697   1231.26389498     2.3100     0.0163     0.0163
   183.91718616   1231.22127644     2.3000     0.0163     0.0163
   184.58428991   1231.20200726     2.2700     0.0161     0.0161
   185.37086354   1231.10453020     2.2900     0.0162     0.0162
   186.32870282   1231.06191194     2.2600     0.0160     0.0160
   187.11527651   1230.96443505     2.2700     0.0161     0.0161
   187.95364597   1231.00002488     2.2500     0.0159     0.0159
   188.82585253   1230.92997753     2.2100     0.0156     0.0156
   189.66422203   1230.96556753     2.1800     0.0154     0.0154
   190.99842983   1230.92703014     2.1700     0.0153     0.0153
   192.04190212   1230.91184194     2.1300     0.0151     0.0151
   193.10333298   1231.13535780     2.0900     0.0148     0.0148
   194.04321401   1230.85403650     2.0200     0.0143     0.0143
   195.01901209   1231.05012316     2.0100     0.0142     0.0142
   196.36909883   1230.66724547     2.0200     0.0143     0.0143
   197.37665446   1230.17465008     2.0000     0.0141     0.0141
   198.30065702   1230.23767042     2.0100     0.0142     0.0142
   199.22673918   1230.88373596     1.9400     0.0137     0.0137
   199.86208557   1231.55315032     1.8400     0.0130     0.0130
   200.25641236   1231.79593505     1.7000     0.0120     0.0120
   200.81992529   1231.51053372     1.5200     0.0107     0.0107
   200.83788363   1231.74923766     1.5700     0.0111     0.0111
   202.95658666   1231.03018156     1.3800     0.0098     0.0098
   203.62369084   1231.01091390     1.3300     0.0094     0.0094
   204.58153073   1230.96829774     1.2900     0.0091     0.0091
   206.29210772   1230.93384380     1.2500     0.0088     0.0088
   207.59247894   1231.00094626     1.2300     0.0087     0.0087
   208.72158458   1231.01318973     1.2500     0.0088     0.0088
   209.97016040   1230.94722578     1.2200     0.0086     0.0086
   210.97979597   1231.03767714     1.2200     0.0086     0.0086
   211.93763611   1230.99506182     1.2000     0.0085     0.0085
   212.94727172   1231.08551341     1.1900     0.0084     0.0084
   213.90511191   1231.04289832     1.1800     0.0083     0.0083
   214.94858495   1231.02771299     1.2100     0.0086     0.0086
   215.90642521   1230.98509812     1.2100     0.0086     0.0086
   216.86426552   1230.94248337     1.1900     0.0084     0.0084
   217.82210585   1230.89986873     1.2300     0.0087     0.0087
   218.83174160   1230.99032103     1.2300     0.0087     0.0087
   219.78958200   1230.94770662     1.2500     0.0088     0.0088
   220.74742243   1230.90509231     1.2700     0.0090     0.0090
   221.79089571   1230.88990784     1.2700     0.0090     0.0090
   222.74873621   1230.84729376     1.2800     0.0091     0.0091
   223.67273926   1230.91031692     1.3200     0.0093     0.0093
   224.63057983   1230.86770305     1.2800     0.0091     0.0091
   225.58842043   1230.82508930     1.3100     0.0093     0.0093
   226.54626106   1230.78247566     1.3100     0.0093     0.0093
   227.47026420   1230.84549924     1.3400     0.0095     0.0095
   228.34247209   1230.77545602     1.3300     0.0094     0.0094
   229.21468001   1230.70541289     1.3300     0.0094     0.0094
   230.05305041   1230.74100695     1.3500     0.0095     0.0095
   230.89142082   1230.77660110     1.3500     0.0095     0.0095
   231.84926163   1230.73398806     1.3700     0.0097     0.0097
   232.72146968   1230.66394530     1.3900     0.0098     0.0098
   233.76494337   1230.64876233     1.4000     0.0099     0.0099
   234.72278430   1230.60614962     1.4000     0.0099     0.0099
   235.64678763   1230.66917411     1.4100     0.0100     0.0100
   236.51899580   1230.59913174     1.4300     0.0101     0.0101
   237.35736636   1230.63472654     1.4300     0.0101     0.0101
   238.22957460   1230.56468435     1.4300     0.0101     0.0101
   240.02578630   1230.55766723     1.4500     0.0103     0.0103
   240.86415694   1230.59326238     1.4700     0.0104     0.0104
   243.56641492   1230.41056714     1.5000     0.0106     0.0106
   245.65336312   1230.38020403     1.5200     0.0107     0.0107
   246.61120446   1230.33759270     1.5500     0.0110     0.0110
   247.56904584   1230.29498147     1.5800     0.0112     0.0112
   248.49304947   1230.35800738     1.5800     0.0112     0.0112
   250.32309957   1230.24535544     1.6000     0.0113     0.0113
   251.24710327   1230.30838165     1.6100     0.0114     0.0114
   252.08547418   1230.34397793     1.6400     0.0116     0.0116
   252.95768293   1230.27393728     1.6500     0.0117     0.0117
   253.79605387   1230.30953373     1.6700     0.0118     0.0118
   254.66826268   1230.23949327     1.6700     0.0118     0.0118
   255.71173714   1230.22431304     1.6900     0.0120     0.0120
   256.58394602   1230.15427277     1.7000     0.0120     0.0120
   257.59358267   1230.24472977     1.7300     0.0122     0.0122
   258.58526231   1230.09648282     1.7300     0.0122     0.0122
   259.54310411   1230.05387296     1.7400     0.0123     0.0123
   260.60453573   1230.27739743     1.7600     0.0124     0.0124
   264.89790533   1230.13847348     1.8200     0.0129     0.0129
   265.73627655   1230.17407113     1.8500     0.0131     0.0131
   266.66028058   1230.23709906     1.8600     0.0132     0.0132
   268.37086110   1230.20265785     1.8600     0.0132     0.0132
   269.29486519   1230.26568607     1.9100     0.0135     0.0135
   270.13323649   1230.30128416     1.9000     0.0134     0.0134
   271.17671146   1230.28610587     1.9300     0.0136     0.0136
   272.18634841   1230.37656464     1.9600     0.0139     0.0139
   273.19598537   1230.46702354     1.9600     0.0139     0.0139
   274.15382761   1230.42441536     1.9800     0.0140     0.0140
   275.07783181   1230.48744422     2.0200     0.0143     0.0143
   276.00183602   1230.55047318     2.0200     0.0143     0.0143
   276.92584024   1230.61350225     2.0300     0.0144     0.0144
   277.76421168   1230.64910111     2.0400     0.0144     0.0144
   278.68821593   1230.71213037     2.0600     0.0146     0.0146
   279.64605833   1230.66952282     2.0900     0.0148     0.0148
   282.24680565   1230.80375083     2.1700     0.0153     0.0153
   283.20464816   1230.76114370     2.1800     0.0154     0.0154
   284.12865252   1230.82417356     2.1800     0.0154     0.0154
   285.17212789   1230.80899702     2.1600     0.0153     0.0153
   286.09613229   1230.87202710     2.2100     0.0156     0.0156
   286.93450390   1230.90762688     2.2200     0.0157     0.0157
   287.97797936   1230.89245069     2.2500     0.0159     0.0159
   288.90198381   1230.95548109     2.2500     0.0159     0.0159
   289.74035548   1230.99108115     2.2600     0.0160     0.0160
   290.61256542   1230.92104444     2.3000     0.0163     0.0163
   291.45093713   1230.95664468     2.3100     0.0163     0.0163
   292.28930885   1230.99224501     2.3200     0.0164     0.0164
   293.12768059   1231.02784541     2.3400     0.0165     0.0165
   294.08552344   1230.98523953     2.3500     0.0166     0.0166
   295.00952801   1231.04827060     2.3800     0.0168     0.0168
   296.00120925   1230.90002809     2.4000     0.0170     0.0170
   297.01084667   1230.99048987     2.4300     0.0172     0.0172
   297.96868965   1230.94788443     2.4200     0.0171     0.0171
   298.89269431   1231.01091593     2.4600     0.0174     0.0174
   299.85053735   1230.96831070     2.4800     0.0175     0.0175
   300.68890925   1231.00391187     2.4900     0.0176     0.0176
   301.56111956   1230.93387631     2.5000     0.0177     0.0177
   302.39949151   1230.96947765     2.5200     0.0178     0.0178
   303.23786346   1231.00507907     2.5300     0.0179     0.0179
   304.02444106   1230.90761320     2.5700     0.0182     0.0182
   304.94844586   1230.97064537     2.5800     0.0182     0.0182
   305.82065631   1230.90061025     2.6000     0.0184     0.0184
   307.70250445   1230.92103829     2.6300     0.0186     0.0186
   308.74598059   1230.90586470     2.6700     0.0189     0.0189
   309.70382397   1230.86326061     2.6700     0.0189     0.0189
   310.66166738   1230.82065663     2.7100     0.0192     0.0192
   311.58567233   1230.88368954     2.7100     0.0192     0.0192
   161.26245188   1186.69249873     0.4300     0.0030     0.0030
   162.10082457   1186.72808592     0.4800     0.0034     0.0034
   162.85356400   1186.73624407     0.5700     0.0040     0.0040
   163.81140664   1186.69362316     0.6500     0.0046     0.0046
   164.64977938   1186.72921061     0.6900     0.0049     0.0049
   165.69325535   1186.71401905     0.7800     0.0055     0.0055
   166.65109808   1186.67139846     0.8500     0.0060     0.0060
   167.69457412   1186.65620715     0.9300     0.0066     0.0066
   168.68625362   1186.50794940     1.0400     0.0074     0.0074
   171.44031227   1186.45829715     1.3100     0.0093     0.0093
   172.22688867   1186.36081877     1.3700     0.0097     0.0097
   173.18473165   1186.31819893     1.4100     0.0100     0.0100
   174.14257467   1186.27557920     1.5000     0.0106     0.0106
   175.01478444   1186.20553033     1.5500     0.0110     0.0110
   175.93879075   1186.26854816     1.6500     0.0117     0.0117
   176.69153051   1186.27670756     1.6700     0.0118     0.0118
   178.11137683   1186.26559729     1.7500     0.0124     0.0124
   178.86411664   1186.27375688     1.7900     0.0127     0.0127
   179.61685648   1186.28191655     1.8300     0.0129     0.0129
   180.28396305   1186.26264698     1.8400     0.0130     0.0130
   181.24180631   1186.22002806     1.8600     0.0132     0.0132
   182.04634261   1186.36125460     1.9300     0.0136     0.0136
   183.07185965   1186.10736122     1.9200     0.0136     0.0136
   183.70512944   1186.19372925     2.0200     0.0143     0.0143
   184.42403250   1186.30752668     2.0100     0.0142     0.0142
   185.38187589   1186.26490824     1.9900     0.0141     0.0141
   186.08281949   1186.14000181     2.0700     0.0146     0.0146
   186.83555949   1186.14816213     2.0400     0.0144     0.0144
   187.53650316   1186.02325582     2.0400     0.0144     0.0144
   188.40871340   1185.95320834     2.0700     0.0146     0.0146
   189.24708674   1185.98879827     2.0600     0.0146     0.0146
   189.94803049   1185.86389216     2.1000     0.0148     0.0148
   190.78640387   1185.89948224     2.0900     0.0148     0.0148
   191.62477727   1185.93507240     2.0800     0.0147     0.0147
   193.24972781   1185.87318625     2.0400     0.0144     0.0144
   193.91683472   1185.85391777     2.0300     0.0144     0.0144
   194.70341191   1185.75644151     1.9900     0.0141     0.0141
   195.54178540   1185.79203207     1.9800     0.0140     0.0140
   196.38015891   1185.82762271     1.9500     0.0138     0.0138
   197.21853243   1185.86321343     1.9200     0.0136     0.0136
   198.05690597   1185.89880424     1.9200     0.0136     0.0136
   198.72401298   1185.87953615     1.8900     0.0134     0.0134
   199.37524211   1186.20460941     1.8600     0.0132     0.0132
   200.33308600   1186.16199268     1.8400     0.0130     0.0130
   200.98223392   1185.90402073     1.8900     0.0134     0.0134
   201.01607099   1185.79838347     1.7900     0.0127     0.0127
   201.10170426   1185.82581298     1.5700     0.0111     0.0111
   201.52987063   1185.96296060     1.4400     0.0102     0.0102
   204.55879118   1186.23431190     1.2000     0.0085     0.0085
   205.43100197   1186.16426621     1.1600     0.0082     0.0082
   206.26937566   1186.19985784     1.1600     0.0082     0.0082
   207.45028244   1186.34516790     1.1700     0.0083     0.0083
   208.64706744   1186.14613683     1.1400     0.0081     0.0081
   209.74234102   1186.26401762     1.1100     0.0078     0.0078
   210.78581852   1186.24883170     1.1000     0.0078     0.0078
   211.62419232   1186.28442388     1.0900     0.0077     0.0077
   212.46256613   1186.32001614     1.1100     0.0078     0.0078
   213.30093996   1186.35560848     1.1100     0.0078     0.0078
   214.05368054   1186.36377126     1.1100     0.0078     0.0078
   214.94385044   1186.53243063     1.1100     0.0078     0.0078
   215.69659104   1186.54059355     1.1200     0.0079     0.0079
   216.62059818   1186.60361590     1.1100     0.0078     0.0078
   217.42513482   1186.74484586     1.1300     0.0080     0.0080
   218.26350872   1186.78043870     1.1500     0.0081     0.0081
   219.18751590   1186.84346134     1.1500     0.0081     0.0081
   219.76899004   1186.79676522     1.1500     0.0081     0.0081
   220.35046421   1186.75006914     1.1400     0.0081     0.0081
   221.18883817   1186.78566228     1.1500     0.0081     0.0081
   222.06104947   1186.71561832     1.1400     0.0081     0.0081
   223.01889407   1186.67300420     1.1500     0.0081     0.0081
   223.97673870   1186.63039020     1.1700     0.0083     0.0083
   224.72947949   1186.63855394     1.1700     0.0083     0.0083
   225.68732418   1186.59594012     1.1900     0.0084     0.0084
   226.61133154   1186.65896358     1.1700     0.0083     0.0083
   227.44970564   1186.69455735     1.1800     0.0083     0.0083
   228.28807977   1186.73015120     1.1900     0.0084     0.0084
   229.00698325   1186.84395248     1.1800     0.0083     0.0083
   230.01662391   1186.93440612     1.1800     0.0083     0.0083
   230.85499807   1186.97000023     1.2000     0.0085     0.0085
   231.77900550   1187.03302427     1.2100     0.0086     0.0086
   232.73685039   1186.99041126     1.2100     0.0086     0.0086
   233.66085786   1187.05343550     1.2100     0.0086     0.0086
   234.49923209   1187.08902998     1.2200     0.0086     0.0086
   235.42323959   1187.15205442     1.2500     0.0088     0.0088
   236.34724710   1187.21507895     1.2400     0.0088     0.0088
   237.21945887   1187.14503658     1.2300     0.0087     0.0087
   238.10962892   1187.31369843     1.2300     0.0087     0.0087
   238.89620748   1187.21622634     1.2500     0.0088     0.0088
   241.65027210   1187.16659728     1.2800     0.0091     0.0091
   242.52248405   1187.09655546     1.2900     0.0091     0.0091
   243.48032928   1187.05394369     1.3000     0.0092     0.0092
   244.43817455   1187.01133203     1.3200     0.0093     0.0093
   245.42985745   1186.86308340     1.3300     0.0094     0.0094
   246.13080303   1186.73818201     1.3400     0.0095     0.0095
   246.88354430   1186.74634775     1.3300     0.0094     0.0094
   247.67012319   1186.64887648     1.3600     0.0096     0.0096
   248.54233538   1186.57883529     1.3600     0.0096     0.0096
   249.50018086   1186.53622422     1.3700     0.0097     0.0097
   250.45802638   1186.49361325     1.3900     0.0098     0.0098
   251.41587194   1186.45100239     1.4100     0.0100     0.0100
   252.42551312   1186.54145875     1.4200     0.0100     0.0100
   253.38335874   1186.49884812     1.4500     0.0103     0.0103
   254.30736670   1186.56187465     1.4500     0.0103     0.0103
   254.97447490   1186.54261105     1.4800     0.0105     0.0105
   255.55594986   1186.49591742     1.4800     0.0105     0.0105
   256.47995787   1186.55894419     1.5000     0.0106     0.0106
   257.40396589   1186.62197106     1.4900     0.0105     0.0105
   258.36181166   1186.57936101     1.5200     0.0107     0.0107
   259.37145298   1186.66981821     1.5400     0.0109     0.0109
   260.29546106   1186.73284540     1.5600     0.0110     0.0110
   261.21946915   1186.79587270     1.5700     0.0111     0.0111
   262.09168177   1186.72583293     1.6000     0.0113     0.0113
   262.93005665   1186.76143026     1.6000     0.0113     0.0113
   263.71663608   1186.66396051     1.6300     0.0115     0.0115
   264.55501099   1186.69955801     1.6200     0.0115     0.0115
   265.34159048   1186.60208840     1.6300     0.0115     0.0115
   266.21380326   1186.53204906     1.6400     0.0116     0.0116
   267.11985391   1186.35637281     1.6600     0.0117     0.0117
   268.04386218   1186.41940086     1.6800     0.0119     0.0119
   269.03554618   1186.27115503     1.7000     0.0120     0.0120
   269.99339237   1186.22854631     1.7200     0.0122     0.0122
   271.03687185   1186.21336793     1.7400     0.0123     0.0123
   271.85728948   1186.01026195     1.7500     0.0124     0.0124
   272.72950252   1185.94022329     1.7600     0.0124     0.0124
   273.48224443   1185.94839143     1.7500     0.0124     0.0124
   274.44009080   1185.90578322     1.7700     0.0125     0.0125
   275.31230394   1185.83574483     1.8000     0.0127     0.0127
   276.15067917   1185.87134350     1.8100     0.0128     0.0128
   278.90474743   1185.82172673     1.8600     0.0132     0.0132
   279.82875601   1185.88475609     1.8900     0.0134     0.0134
   280.70096933   1185.81471827     1.9100     0.0135     0.0135
   281.74444921   1185.79954123     1.9200     0.0136     0.0136
   282.66845785   1185.86257090     1.9400     0.0137     0.0137
   283.54067127   1185.79253337     1.9700     0.0139     0.0139
   284.29341342   1185.80070249     1.9800     0.0140     0.0140
   285.07999363   1185.70323475     2.0000     0.0141     0.0141
   285.95220714   1185.63319747     2.0100     0.0142     0.0142
   286.87621589   1185.69622761     2.0400     0.0144     0.0144
   287.86790079   1185.54798401     2.0600     0.0146     0.0146
   288.91138094   1185.53280787     2.0700     0.0146     0.0146
   289.86922785   1185.49020143     2.1200     0.0150     0.0150
   290.74144154   1185.42016465     2.1000     0.0148     0.0148
   291.69928852   1185.37755842     2.1400     0.0151     0.0151
   292.53766415   1185.41315873     2.1700     0.0153     0.0153
   293.23861140   1185.28826129     2.1800     0.0154     0.0154
   293.99135381   1185.29643128     2.2000     0.0156     0.0156
   294.86356764   1185.22639493     2.2100     0.0156     0.0156
   295.82141478   1185.18378917     2.2400     0.0158     0.0158
   296.77926196   1185.14118352     2.2700     0.0161     0.0161
   297.73710917   1185.09857798     2.2800     0.0161     0.0161
   298.69495642   1185.05597255     2.3000     0.0163     0.0163
   299.61896550   1185.11900410     2.3200     0.0164     0.0164
   300.57681280   1185.07639889     2.3500     0.0166     0.0166
   301.32955538   1185.08456954     2.3500     0.0166     0.0166
   302.16793125   1185.12017083     2.3600     0.0167     0.0167
   303.00630713   1185.15577219     2.3900     0.0169     0.0169
   303.79288801   1185.05830621     2.4100     0.0170     0.0170
   304.80253046   1185.14876892     2.4400     0.0173     0.0173
   305.76037794   1185.10616430     2.4500     0.0173     0.0173
   306.68438716   1185.16919664     2.4800     0.0175     0.0175
   307.64223470   1185.12659223     2.4800     0.0175     0.0175
   308.56624396   1185.18962478     2.5200     0.0178     0.0178
   309.49025324   1185.25265743     2.5500     0.0180     0.0180
   310.27683433   1185.15519205     2.5600     0.0181     0.0181
   311.11521039   1185.19079424     2.5800     0.0182     0.0182
   161.13162495   1140.52627266     0.4200     0.0030     0.0030
   161.88436784   1140.53443069     0.4700     0.0033     0.0033
   162.63711074   1140.54258878     0.5200     0.0037     0.0037
   163.21858617   1140.49588866     0.5800     0.0041     0.0041
   163.97132911   1140.50404688     0.6400     0.0045     0.0045
   164.84354231   1140.43399686     0.7000     0.0049     0.0049
   165.59628529   1140.44215522     0.7300     0.0052     0.0052
   166.46849854   1140.37210537     0.7500     0.0053     0.0053
   167.30687531   1140.40769305     0.7900     0.0056     0.0056
