   211.93763611   1230.99506182     1.2000     0.0120
   212.94727172   1231.08551341     1.1900     0.0119
   213.90511191   1231.04289832     1.1800     0.0118
   214.94858495   1231.02771299     1.2100     0.0121
   215.90642521   1230.98509812     1.2100     0.0121
   216.86426552   1230.94248337     1.1900     0.0119
   217.82210585   1230.89986873     1.2300     0.0123
   218.83174160   1230.99032103     1.2300     0.0123
   219.78958200   1230.94770662     1.2500     0.0125
   220.74742243   1230.90509231     1.2700     0.0127
   221.79089571   1230.88990784     1.2700     0.0127
   222.74873621   1230.84729376     1.2800     0.0128
   223.67273926   1230.91031692     1.3200     0.0132
   224.63057983   1230.86770305     1.2800     0.0128
   225.58842043   1230.82508930     1.3100     0.0131
   226.54626106   1230.78247566     1.3100     0.0131
   227.47026420   1230.84549924     1.3400     0.0134
   228.34247209   1230.77545602     1.3300     0.0133
   229.21468001   1230.70541289     1.3300     0.0133
   230.05305041   1230.74100695     1.3500     0.0135
   230.89142082   1230.77660110     1.3500     0.0135
   231.84926163   1230.73398806     1.3700     0.0137
   232.72146968   1230.66394530     1.3900     0.0139
   233.76494337   1230.64876233     1.4000     0.0140
   234.72278430   1230.60614962     1.4000     0.0140
   235.64678763   1230.66917411     1.4100     0.0141
   236.51899580   1230.59913174     1.4300     0.0143
   237.35736636   1230.63472654     1.4300     0.0143
   238.22957460   1230.56468435     1.4300     0.0143
   240.02578630   1230.55766723     1.4500     0.0145
   240.86415694   1230.59326238     1.4700     0.0147
   243.56641492   1230.41056714     1.5000     0.0150
   245.65336312   1230.38020403     1.5200     0.0152
   246.61120446   1230.33759270     1.5500     0.0155
   247.56904584   1230.29498147     1.5800     0.0158
   248.49304947   1230.35800738     1.5800     0.0158
   250.32309957   1230.24535544     1.6000     0.0160
   251.24710327   1230.30838165     1.6100     0.0161
   252.08547418   1230.34397793     1.6400     0.0164
   252.95768293   1230.27393728     1.6500     0.0165
   253.79605387   1230.30953373     1.6700     0.0167
   254.66826268   1230.23949327     1.6700     0.0167
   255.71173714   1230.22431304     1.6900     0.0169
   256.58394602   1230.15427277     1.7000     0.0170
   257.59358267   1230.24472977     1.7300     0.0173
   258.58526231   1230.09648282     1.7300     0.0173
   259.54310411   1230.05387296     1.7400     0.0174
   260.60453573   1230.27739743     1.7600     0.0176
   264.89790533   1230.13847348     1.8200     0.0182
   265.73627655   1230.17407113     1.8500     0.0185
   266.66028058   1230.23709906     1.8600     0.0186
   268.37086110   1230.20265785     1.8600     0.0186
   269.29486519   1230.26568607     1.9100     0.0191
   270.13323649   1230.30128416     1.9000     0.0190
   271.17671146   1230.28610587     1.9300     0.0193
   272.18634841   1230.37656464     1.9600     0.0196
   273.19598537   1230.46702354     1.9600     0.0196
   274.15382761   1230.42441536     1.9800     0.0198
   275.07783181   1230.48744422     2.0200     0.0202
