   292.28930885   1230.99224501     2.3200     0.0232     0.0164     0.0164
   293.12768059   1231.02784541     2.3400     0.0234     0.0165     0.0165
   294.08552344   1230.98523953     2.3500     0.0235     0.0166     0.0166
   295.00952801   1231.04827060     2.3800     0.0238     0.0168     0.0168
   296.00120925   1230.90002809     2.4000     0.0240     0.0170     0.0170
   297.01084667   1230.99048987     2.4300     0.0243     0.0172     0.0172
   297.96868965   1230.94788443     2.4200     0.0242     0.0171     0.0171
   298.89269431   1231.01091593     2.4600     0.0246     0.0174     0.0174
   299.85053735   1230.96831070     2.4800     0.0248     0.0175     0.0175
   300.68890925   1231.00391187     2.4900     0.0249     0.0176     0.0176
   301.56111956   1230.93387631     2.5000     0.0250     0.0177     0.0177
   302.39949151   1230.96947765     2.5200     0.0252     0.0178     0.0178
   303.23786346   1231.00507907     2.5300     0.0253     0.0179     0.0179
   304.02444106   1230.90761320     2.5700     0.0257     0.0182     0.0182
   304.94844586   1230.97064537     2.5800     0.0258     0.0182     0.0182
   305.82065631   1230.90061025     2.6000     0.0260     0.0184     0.0184
   307.70250445   1230.92103829     2.6300     0.0263     0.0186     0.0186
   308.74598059   1230.90586470     2.6700     0.0267     0.0189     0.0189
   309.70382397   1230.86326061     2.6700     0.0267     0.0189     0.0189
   310.66166738   1230.82065663     2.7100     0.0271     0.0192     0.0192
   311.58567233   1230.88368954     2.7100     0.0271     0.0192     0.0192
   312.45788301   1230.81365511     2.7500     0.0275     0.0194     0.0194
   314.25409873   1230.80665398     2.7700     0.0277     0.0196     0.0196
   315.21194230   1230.76405051     2.7900     0.0279     0.0197     0.0197
   316.08415311   1230.69401647     2.8100     0.0281     0.0199     0.0199
   316.88868683   1230.83525603     2.8300     0.0283     0.0200     0.0200
   317.84653048   1230.79265287     2.8400     0.0284     0.0201     0.0201
   320.42932467   1230.68818857     2.9000     0.0290     0.0205     0.0205
   321.35332984   1230.75122256     2.9100     0.0291     0.0206     0.0206
   322.31117365   1230.70861991     2.9200     0.0292     0.0206     0.0206
   323.26901749   1230.66601738     2.9300     0.0293     0.0207     0.0207
   324.19302272   1230.72905168     2.9500     0.0295     0.0209     0.0209
   325.15086663   1230.68644936     2.9700     0.0297     0.0210     0.0210
   326.10871057   1230.64384715     2.9800     0.0298     0.0211     0.0211
   327.03271586   1230.70688178     2.9900     0.0299     0.0211     0.0211
   327.87108838   1230.74248568     3.0200     0.0302     0.0214     0.0214
   328.74329961   1230.67245295     3.0300     0.0303     0.0214     0.0214
   329.61551088   1230.60242032     3.0300     0.0303     0.0214     0.0214
   330.53951626   1230.66545533     3.0600     0.0306     0.0216     0.0216
   331.49736038   1230.62285374     3.0700     0.0307     0.0217     0.0217
   332.42136579   1230.68588896     3.0900     0.0309     0.0218     0.0218
   333.29357718   1230.61585670     3.0900     0.0309     0.0218     0.0218
   334.25142140   1230.57325543     3.1200     0.0312     0.0221     0.0221
   335.17542687   1230.63629095     3.1200     0.0312     0.0221     0.0221
   336.01379957   1230.67189568     3.1400     0.0314     0.0222     0.0222
   336.85217229   1230.70750048     3.1500     0.0315     0.0223     0.0223
   337.77617781   1230.77053630     3.1800     0.0318     0.0225     0.0225
   338.64838937   1230.70050460     3.1900     0.0319     0.0226     0.0226
   339.57239493   1230.76354062     3.2000     0.0320     0.0226     0.0226
   340.58203329   1230.85400768     3.2100     0.0321     0.0227     0.0227
   341.53987773   1230.81140724     3.2300     0.0323     0.0228     0.0228
   342.49772220   1230.76880692     3.2400     0.0324     0.0229     0.0229
   343.33609504   1230.80441238     3.2700     0.0327     0.0231     0.0231
   344.20830678   1230.73438127     3.2800     0.0328     0.0232     0.0232
   345.16615135   1230.69178124     3.2900     0.0329     0.0233     0.0233
   346.00452426   1230.72738697     3.3000     0.0330     0.0233     0.0233
   346.87673610   1230.65735614     3.3100     0.0331     0.0234     0.0234
   347.74894797   1230.58732540     3.3400     0.0334     0.0236     0.0236
   348.62115988   1230.51729475     3.3400     0.0334     0.0236     0.0236
   349.54516567   1230.58033187     3.3600     0.0336     0.0238     0.0238
   350.50301043   1230.53773246     3.3600     0.0336     0.0238     0.0238
   351.46085522   1230.49513316     3.3900     0.0339     0.0240     0.0240
   352.41870005   1230.45253398     3.4100     0.0341     0.0241     0.0241
   353.37654491   1230.40993490     3.4200     0.0342     0.0242     0.0242
   354.21491803   1230.44554145     3.4200     0.0342     0.0242     0.0242
   355.05329116   1230.48114809     3.4200     0.0342     0.0242     0.0242
   355.92550331   1230.41111820     3.4500     0.0345     0.0244     0.0244
   359.39846792   1230.47534050     3.5100     0.0351     0.0248     0.0248
   360.35631301   1230.43274222     3.5100     0.0351     0.0248     0.0248
   361.36595186   1230.52321181     3.5300     0.0353     0.0250     0.0250
   362.32379701   1230.48061375     3.5300     0.0353     0.0250     0.0250
   363.16217031   1230.51622121     3.5300     0.0353     0.0250     0.0250
   364.00054363   1230.55182874     3.5600     0.0356     0.0252     0.0252
   364.87275608   1230.48179979     3.5800     0.0358     0.0253     0.0253
   365.79676222   1230.54483872     3.5800     0.0358     0.0253     0.0253
   366.63513560   1230.58044652     3.6000     0.0360     0.0255     0.0255
   367.47350898   1230.61605440     3.6100     0.0361     0.0255     0.0255
   368.31188238   1230.65166238     3.6200     0.0362     0.0256     0.0256
   369.26972775   1230.60906512     3.6400     0.0364     0.0257     0.0257
   370.19373398   1230.67210453     3.6500     0.0365     0.0258     0.0258
   371.23721220   1230.65693876     3.6600     0.0366     0.0259     0.0259
   372.10942488   1230.58691057     3.6700     0.0367     0.0260     0.0260
   372.94779839   1230.62251901     3.6800     0.0368     0.0260     0.0260
   373.90564391   1230.57992228     3.6900     0.0369     0.0261     0.0261
   374.74401746   1230.61553090     3.6900     0.0369     0.0261     0.0261
   375.70186305   1230.57293439     3.7100     0.0371     0.0262     0.0262
   376.54023663   1230.60854319     3.7200     0.0372     0.0263     0.0263
   377.46424301   1230.67158340     3.7200     0.0372     0.0263     0.0263
   378.25082311   1230.57412452     3.7200     0.0372     0.0263     0.0263
   379.20866882   1230.53152841     3.7300     0.0373     0.0264     0.0264
   380.13267527   1230.59456892     3.7500     0.0375     0.0265     0.0265
   381.00488825   1230.52454165     3.7500     0.0375     0.0265     0.0265
   382.01452753   1230.61501374     3.7800     0.0378     0.0267     0.0267
   382.88674057   1230.54498667     3.8100     0.0381     0.0269     0.0269
   383.84458643   1230.50239109     3.8000     0.0380     0.0269     0.0269
   384.76859299   1230.56543212     3.8000     0.0380     0.0269     0.0269
   385.60696677   1230.60104183     3.8300     0.0383     0.0271     0.0271
   386.47917993   1230.53101514     3.8300     0.0383     0.0271     0.0271
   387.40318654   1230.59405646     3.8300     0.0383     0.0271     0.0271
   388.27539976   1230.52402995     3.8500     0.0385     0.0272     0.0272
   389.11377362   1230.55964002     3.8300     0.0383     0.0271     0.0271
   389.98598690   1230.48961369     3.8600     0.0386     0.0273     0.0273
   390.94383300   1230.44701893     3.8700     0.0387     0.0274     0.0274
   392.82568588   1230.46746619     3.8800     0.0388     0.0274     0.0274
   393.83532541   1230.55793971     3.8900     0.0389     0.0275     0.0275
   394.79317164   1230.51534539     3.9000     0.0390     0.0276     0.0276
   397.51339875   1230.57140443     3.9200     0.0392     0.0277     0.0277
   398.47124510   1230.52881053     3.9200     0.0392     0.0277     0.0277
   399.30961918   1230.56442162     3.9400     0.0394     0.0279     0.0279
   400.14799328   1230.60003279     3.9400     0.0394     0.0279     0.0279
   401.07200017   1230.66307562     3.9700     0.0397     0.0281     0.0281
   402.86822078   1230.65609358     3.9700     0.0397     0.0281     0.0281
   403.82606729   1230.61350030     3.9800     0.0398     0.0281     0.0281
   404.75007426   1230.67654354     3.9800     0.0398     0.0281     0.0281
   405.67408125   1230.73958688     3.9900     0.0399     0.0282     0.0282
   406.63192785   1230.69699392     4.0200     0.0402     0.0284     0.0284
   407.55593487   1230.76003747     4.0000     0.0400     0.0283     0.0283
   408.47994191   1230.82308112     4.0100     0.0401     0.0284     0.0284
   409.43778860   1230.78048848     4.0200     0.0402     0.0284     0.0284
   410.36179567   1230.84353235     4.0400     0.0404     0.0286     0.0286
   411.31964242   1230.80093992     4.0500     0.0405     0.0286     0.0286
   412.15801676   1230.83655230     4.0500     0.0405     0.0286     0.0286
   413.95423794   1230.82957265     4.0600     0.0406     0.0287     0.0287
   414.82645202   1230.75954892     4.0800     0.0408     0.0288     0.0288
   415.66482644   1230.79516166     4.0900     0.0409     0.0289     0.0289
   416.53704058   1230.72513811     4.0800     0.0408     0.0288     0.0288
   417.40925476   1230.65511465     4.0900     0.0409     0.0289     0.0289
   418.36710176   1230.61252303     4.0900     0.0409     0.0289     0.0289
   420.31663561   1230.42170378     4.1100     0.0411     0.0291     0.0291
   421.30832249   1230.27347615     4.1200     0.0412     0.0291     0.0291
   422.14669709   1230.30908953     4.1300     0.0413     0.0292     0.0292
   423.01891149   1230.23906666     4.1400     0.0414     0.0293     0.0293
   423.89112592   1230.16904388     4.1400     0.0414     0.0293     0.0293
   424.76334039   1230.09902119     4.1600     0.0416     0.0294     0.0294
   425.60171508   1230.13463492     4.1600     0.0416     0.0294     0.0294
   426.47392961   1230.06461241     4.1700     0.0417     0.0295     0.0295
   428.18451893   1230.03020398     4.1800     0.0418     0.0296     0.0296
   429.14236634   1229.98761361     4.2000     0.0420     0.0297     0.0297
   430.13405365   1229.83938702     4.2100     0.0421     0.0298     0.0298
   431.17753393   1229.82422875     4.2200     0.0422     0.0298     0.0298
   432.01590878   1229.85984313     4.2200     0.0422     0.0298     0.0298
   432.97375633   1229.81725319     4.1900     0.0419     0.0296     0.0296
   435.52272098   1229.81846083     4.2600     0.0426     0.0301     0.0301
   436.36109592   1229.85407565     4.2600     0.0426     0.0301     0.0301
   437.19947088   1229.88969055     4.2600     0.0426     0.0301     0.0301
   438.03784586   1229.92530553     4.2600     0.0426     0.0301     0.0301
   438.87622085   1229.96092060     4.2800     0.0428     0.0303     0.0303
   439.71459586   1229.99653576     4.2800     0.0428     0.0303     0.0303
   440.75807644   1229.98137868     4.2900     0.0429     0.0303     0.0303
   441.68208426   1230.04442602     4.2900     0.0429     0.0303     0.0303
   442.69172489   1230.13490546     4.2900     0.0429     0.0303     0.0303
   443.64957277   1230.09231675     4.3200     0.0432     0.0305     0.0305
   444.48794787   1230.12793238     4.3000     0.0430     0.0304     0.0304
   445.37811572   1230.29661639     4.3200     0.0432     0.0305     0.0305
   446.21649084   1230.33223220     4.3300     0.0433     0.0306     0.0306
   447.10665869   1230.50091639     4.3400     0.0434     0.0307     0.0307
   447.94503383   1230.53653237     4.3500     0.0435     0.0308     0.0308
   448.78340898   1230.57214844     4.3500     0.0435     0.0308     0.0308
   449.74125702   1230.52956043     4.3600     0.0436     0.0308     0.0308
   450.66526499   1230.59260876     4.3700     0.0437     0.0309     0.0309
   451.58927297   1230.65565719     4.3800     0.0438     0.0310     0.0310
   452.42764820   1230.69127363     4.3700     0.0437     0.0309     0.0309
   453.35165621   1230.75432226     4.3900     0.0439     0.0310     0.0310
   454.27566424   1230.81737099     4.4100     0.0441     0.0312     0.0312
   455.23351244   1230.77478361     4.4000     0.0440     0.0311     0.0311
   456.07188773   1230.81040041     4.4000     0.0440     0.0311     0.0311
   456.94410321   1230.74038109     4.4100     0.0441     0.0312     0.0312
   457.78247855   1230.77599806     4.4200     0.0442     0.0313     0.0313
   458.74032687   1230.73341108     4.4300     0.0443     0.0313     0.0313
   459.61254245   1230.66339203     4.4400     0.0444     0.0314     0.0314
   460.39912529   1230.56594089     4.4400     0.0444     0.0314     0.0314
   461.32313348   1230.62899040     4.4500     0.0445     0.0315     0.0315
   462.19534916   1230.55897163     4.4500     0.0445     0.0315     0.0315
   463.15319764   1230.51638515     4.4600     0.0446     0.0315     0.0315
   464.11104616   1230.47379879     4.4700     0.0447     0.0316     0.0316
   465.03505445   1230.53684872     4.4800     0.0448     0.0317     0.0317
   465.90727025   1230.46683033     4.5000     0.0450     0.0318     0.0318
   466.86511887   1230.42424428     4.4900     0.0449     0.0317     0.0317
   467.73733475   1230.35422608     4.5000     0.0450     0.0318     0.0318
   468.57571035   1230.38984414     4.5000     0.0450     0.0318     0.0318
   469.44792628   1230.31982612     4.5000     0.0450     0.0318     0.0318
   470.40577503   1230.27724048     4.5100     0.0451     0.0319     0.0319
   471.27799103   1230.20722265     4.5200     0.0452     0.0320     0.0320
   473.82489481   1229.62539663     4.5400     0.0454     0.0321     0.0321
   474.73095136   1229.44974302     4.5500     0.0455     0.0322     0.0322
   475.55137518   1229.24665716     4.5600     0.0456     0.0322     0.0322
   476.49127223   1228.96536760     4.5600     0.0456     0.0322     0.0322
   477.31169616   1228.76228191     4.5600     0.0456     0.0322     0.0322
   478.21775294   1228.58662867     4.5800     0.0458     0.0324     0.0324
   479.03817698   1228.38354315     4.5800     0.0458     0.0324     0.0324
   479.94423386   1228.20789010     4.5900     0.0459     0.0325     0.0325
   480.85029079   1228.03223714     4.6100     0.0461     0.0326     0.0326
   481.72250733   1227.96222040     4.5900     0.0459     0.0325     0.0325
   482.45729876   1227.73170281     4.6000     0.0460     0.0325     0.0325
   483.53462146   1227.61091498     4.6100     0.0461     0.0326     0.0326
   484.35504579   1227.40782998     4.6400     0.0464     0.0328     0.0328
   485.26110299   1227.23217750     4.6300     0.0463     0.0327     0.0327
   486.25279305   1227.08395757     4.6300     0.0463     0.0327     0.0327
   486.95374423   1226.95907647     4.6500     0.0465     0.0329     0.0329
   211.62419232   1186.28442388     1.0900     0.0109     0.0077     0.0077
   212.46256613   1186.32001614     1.1100     0.0111     0.0078     0.0078
   213.30093996   1186.35560848     1.1100     0.0111     0.0078     0.0078
   214.05368054   1186.36377126     1.1100     0.0111     0.0078     0.0078
   214.94385044   1186.53243063     1.1100     0.0111     0.0078     0.0078
   215.69659104   1186.54059355     1.1200     0.0112     0.0079     0.0079
   216.62059818   1186.60361590     1.1100     0.0111     0.0078     0.0078
   217.42513482   1186.74484586     1.1300     0.0113     0.0080     0.0080
   218.26350872   1186.78043870     1.1500     0.0115     0.0081     0.0081
   219.18751590   1186.84346134     1.1500     0.0115     0.0081     0.0081
   219.76899004   1186.79676522     1.1500     0.0115     0.0081     0.0081
   220.35046421   1186.75006914     1.1400     0.0114     0.0081     0.0081
   221.18883817   1186.78566228     1.1500     0.0115     0.0081     0.0081
   222.06104947   1186.71561832     1.1400     0.0114     0.0081     0.0081
   223.01889407   1186.67300420     1.1500     0.0115     0.0081     0.0081
   223.97673870   1186.63039020     1.1700     0.0117     0.0083     0.0083
   224.72947949   1186.63855394     1.1700     0.0117     0.0083     0.0083
   225.68732418   1186.59594012     1.1900     0.0119     0.0084     0.0084
   226.61133154   1186.65896358     1.1700     0.0117     0.0083     0.0083
   227.44970564   1186.69455735     1.1800     0.0118     0.0083     0.0083
   228.28807977   1186.73015120     1.1900     0.0119     0.0084     0.0084
   229.00698325   1186.84395248     1.1800     0.0118     0.0083     0.0083
   230.01662391   1186.93440612     1.1800     0.0118     0.0083     0.0083
   230.85499807   1186.97000023     1.2000     0.0120     0.0085     0.0085
   231.77900550   1187.03302427     1.2100     0.0121     0.0086     0.0086
   232.73685039   1186.99041126     1.2100     0.0121     0.0086     0.0086
   233.66085786   1187.05343550     1.2100     0.0121     0.0086     0.0086
   234.49923209   1187.08902998     1.2200     0.0122     0.0086     0.0086
   235.42323959   1187.15205442     1.2500     0.0125     0.0088     0.0088
   236.34724710   1187.21507895     1.2400     0.0124     0.0088     0.0088
   237.21945887   1187.14503658     1.2300     0.0123     0.0087     0.0087
   238.10962892   1187.31369843     1.2300     0.0123     0.0087     0.0087
   238.89620748   1187.21622634     1.2500     0.0125     0.0088     0.0088
   241.65027210   1187.16659728     1.2800     0.0128     0.0091     0.0091
   242.52248405   1187.09655546     1.2900     0.0129     0.0091     0.0091
   243.48032928   1187.05394369     1.3000     0.0130     0.0092     0.0092
   244.43817455   1187.01133203     1.3200     0.0132     0.0093     0.0093
   245.42985745   1186.86308340     1.3300     0.0133     0.0094     0.0094
   246.13080303   1186.73818201     1.3400     0.0134     0.0095     0.0095
   246.88354430   1186.74634775     1.3300     0.0133     0.0094     0.0094
   247.67012319   1186.64887648     1.3600     0.0136     0.0096     0.0096
   248.54233538   1186.57883529     1.3600     0.0136     0.0096     0.0096
   249.50018086   1186.53622422     1.3700     0.0137     0.0097     0.0097
   250.45802638   1186.49361325     1.3900     0.0139     0.0098     0.0098
   251.41587194   1186.45100239     1.4100     0.0141     0.0100     0.0100
   252.42551312   1186.54145875     1.4200     0.0142     0.0100     0.0100
   253.38335874   1186.49884812     1.4500     0.0145     0.0103     0.0103
   254.30736670   1186.56187465     1.4500     0.0145     0.0103     0.0103
   254.97447490   1186.54261105     1.4800     0.0148     0.0105     0.0105
   255.55594986   1186.49591742     1.4800     0.0148     0.0105     0.0105
   256.47995787   1186.55894419     1.5000     0.0150     0.0106     0.0106
   257.40396589   1186.62197106     1.4900     0.0149     0.0105     0.0105
   258.36181166   1186.57936101     1.5200     0.0152     0.0107     0.0107
   259.37145298   1186.66981821     1.5400     0.0154     0.0109     0.0109
   260.29546106   1186.73284540     1.5600     0.0156     0.0110     0.0110
   261.21946915   1186.79587270     1.5700     0.0157     0.0111     0.0111
   262.09168177   1186.72583293     1.6000     0.0160     0.0113     0.0113
   262.93005665   1186.76143026     1.6000     0.0160     0.0113     0.0113
   263.71663608   1186.66396051     1.6300     0.0163     0.0115     0.0115
   264.55501099   1186.69955801     1.6200     0.0162     0.0115     0.0115
   265.34159048   1186.60208840     1.6300     0.0163     0.0115     0.0115
   266.21380326   1186.53204906     1.6400     0.0164     0.0116     0.0116
   267.11985391   1186.35637281     1.6600     0.0166     0.0117     0.0117
   268.04386218   1186.41940086     1.6800     0.0168     0.0119     0.0119
   269.03554618   1186.27115503     1.7000     0.0170     0.0120     0.0120
   269.99339237   1186.22854631     1.7200     0.0172     0.0122     0.0122
   271.03687185   1186.21336793     1.7400     0.0174     0.0123     0.0123
   271.85728948   1186.01026195     1.7500     0.0175     0.0124     0.0124
   272.72950252   1185.94022329     1.7600     0.0176     0.0124     0.0124
   273.48224443   1185.94839143     1.7500     0.0175     0.0124     0.0124
   274.44009080   1185.90578322     1.7700     0.0177     0.0125     0.0125
   275.31230394   1185.83574483     1.8000     0.0180     0.0127     0.0127
   276.15067917   1185.87134350     1.8100     0.0181     0.0128     0.0128
   278.90474743   1185.82172673     1.8600     0.0186     0.0132     0.0132
   279.82875601   1185.88475609     1.8900     0.0189     0.0134     0.0134
   280.70096933   1185.81471827     1.9100     0.0191     0.0135     0.0135
   281.74444921   1185.79954123     1.9200     0.0192     0.0136     0.0136
   282.66845785   1185.86257090     1.9400     0.0194     0.0137     0.0137
   283.54067127   1185.79253337     1.9700     0.0197     0.0139     0.0139
   284.29341342   1185.80070249     1.9800     0.0198     0.0140     0.0140
   285.07999363   1185.70323475     2.0000     0.0200     0.0141     0.0141
   285.95220714   1185.63319747     2.0100     0.0201     0.0142     0.0142
   286.87621589   1185.69622761     2.0400     0.0204     0.0144     0.0144
   287.86790079   1185.54798401     2.0600     0.0206     0.0146     0.0146
   288.91138094   1185.53280787     2.0700     0.0207     0.0146     0.0146
   289.86922785   1185.49020143     2.1200     0.0212     0.0150     0.0150
   290.74144154   1185.42016465     2.1000     0.0210     0.0148     0.0148
   291.69928852   1185.37755842     2.1400     0.0214     0.0151     0.0151
   292.53766415   1185.41315873     2.1700     0.0217     0.0153     0.0153
   293.23861140   1185.28826129     2.1800     0.0218     0.0154     0.0154
   293.99135381   1185.29643128     2.2000     0.0220     0.0156     0.0156
   294.86356764   1185.22639493     2.2100     0.0221     0.0156     0.0156
   295.82141478   1185.18378917     2.2400     0.0224     0.0158     0.0158
   296.77926196   1185.14118352     2.2700     0.0227     0.0161     0.0161
   297.73710917   1185.09857798     2.2800     0.0228     0.0161     0.0161
   298.69495642   1185.05597255     2.3000     0.0230     0.0163     0.0163
   299.61896550   1185.11900410     2.3200     0.0232     0.0164     0.0164
   300.57681280   1185.07639889     2.3500     0.0235     0.0166     0.0166
   301.32955538   1185.08456954     2.3500     0.0235     0.0166     0.0166
   302.16793125   1185.12017083     2.3600     0.0236     0.0167     0.0167
   303.00630713   1185.15577219     2.3900     0.0239     0.0169     0.0169
   303.79288801   1185.05830621     2.4100     0.0241     0.0170     0.0170
   304.80253046   1185.14876892     2.4400     0.0244     0.0173     0.0173
   305.76037794   1185.10616430     2.4500     0.0245     0.0173     0.0173
   306.68438716   1185.16919664     2.4800     0.0248     0.0175     0.0175
   307.64223470   1185.12659223     2.4800     0.0248     0.0175     0.0175
   308.56624396   1185.18962478     2.5200     0.0252     0.0178     0.0178
   309.49025324   1185.25265743     2.5500     0.0255     0.0180     0.0180
   310.27683433   1185.15519205     2.5600     0.0256     0.0181     0.0181
   311.11521039   1185.19079424     2.5800     0.0258     0.0182     0.0182
   311.86795319   1185.19896584     2.6000     0.0260     0.0184     0.0184
   312.82580089   1185.15636204     2.6200     0.0262     0.0185     0.0185
   313.74981027   1185.21939516     2.6400     0.0264     0.0187     0.0187
   316.58951527   1185.19722152     2.7000     0.0270     0.0191     0.0191
   317.54736313   1185.15461825     2.7400     0.0274     0.0194     0.0194
   318.30010608   1185.16279044     2.7500     0.0275     0.0194     0.0194
   319.13848230   1185.19839343     2.7500     0.0275     0.0194     0.0194
   319.97685854   1185.23399651     2.7800     0.0278     0.0197     0.0197
   320.84907325   1185.16396287     2.8100     0.0281     0.0199     0.0199
   321.80692126   1185.12136010     2.8100     0.0281     0.0199     0.0199
   322.73093082   1185.18439421     2.8200     0.0282     0.0199     0.0199
   323.68877889   1185.14179165     2.8500     0.0285     0.0202     0.0202
   324.61278850   1185.20482598     2.8700     0.0287     0.0203     0.0203
   325.48500336   1185.13479283     2.8900     0.0289     0.0204     0.0204
   326.32337974   1185.17039655     2.9300     0.0293     0.0207     0.0207
   327.07612288   1185.17856953     2.9200     0.0292     0.0206     0.0206
   327.94833783   1185.10853664     2.9400     0.0294     0.0208     0.0208
   328.87234753   1185.17157143     2.9400     0.0294     0.0208     0.0208
   329.74456254   1185.10153873     2.9600     0.0296     0.0209     0.0209
   330.70241084   1185.05893698     2.9800     0.0298     0.0211     0.0211
   331.54078735   1185.09454122     3.0000     0.0300     0.0212     0.0212
   332.49863571   1185.05193967     3.0100     0.0301     0.0213     0.0213
   333.37085085   1184.98190734     3.0200     0.0302     0.0214     0.0214
   334.26102208   1185.15057948     3.0600     0.0306     0.0216     0.0216
   335.13323726   1185.08054734     3.0500     0.0305     0.0216     0.0216
   336.12492437   1184.93230947     3.0700     0.0307     0.0217     0.0217
   336.96330101   1184.96791426     3.1100     0.0311     0.0220     0.0220
